Artist,Song,Lyrics,Dialect
 hatim ammor, bla 3onwane l rrrr rrrr rrr rrrrr,"Y’a koun tchoufou 7ali 
Y’a ba3dou ach trali wah 3liha kia 
Jit n7aydou men bali
Y’a memti zad hbali wah 3ali bia 
Wila Ra7 elli nbghih w Chnou yb9a lia 




Li bgha y7ab nwassih may2amal denia

Wana li golt hbibi 3omro maynssani 
W maynssani 
Wa ma ynssani 
Wa dar fia kter meli darou fia 3edyani 
Memti 7eyani 
Wa me 7eyani

Ma dar b7ssab l3achra 
Khelaha fia 7assra wayli 3la mektoubi 
Kif yji youm ou nbra 
Nem7ih men bali f mera  ou mayb9ach me7boubi 
Ou b9it ki chi histoire mektouba bla 3onouane 
Babour daye3 f b7our ystana lber yban
Wila Rah elli nebghih w chnou yb9a lia 
Li bgha y7ab nwassih ma y2amak denia 





Wana li golt hbibi 3omro maynssani 
w maynssani 
Wa maynssani 
Wa dar fia kter meli darou fia 3ediani 
Memti 7eyani 
Wa me 7eyani 
( Wowowowowowah ........) 

Koun ghir fi ydi 7ila 
Nkhemem koul lila 
3ayech bin l7ira ou cho9 
Yali w nti 3lia b3ida b3iiiiida 
Rani men be3dek makhnou9 

 Wana li golt hbibi 3omro maynssani 
w maynssani 
Wa maynssani 
Wa dar fia kter meli darou fia 3ediani




Memti 7eyani 
Wa me 7eyani 
( wowowowowowah ........)

 Wana li golt hbibi 3omro maynssani 
( wowowowowowah ........)
Wa dar fia kter meli darou fia 3ediani
( wowowowowowah ........)








				",0
 hatim ammor, akher marra l rrrr rrrr rrr rrr,"Fe lawl ghaiban draif ou niya ou wld nas 
Wfe lhob ga3ma mwalaf 
Mskin hachoumi w hassas 
Ghatchoufih faris ahlamek ou m3ah 
Hiyatek kemlat w meli ghathali 3ainik 




Ghatel9aaaaih

Kedab ras malo ghir hadra 
Mesehi dmou3ak ou kouni mera
Khoudiha tajriba mora 
Kwiha fe 9albak akheer mara
Akheer mara akheer mara
Akheer mara akheer mara
Akheer mara akheer mara

We bla ib9a fik lhal we tgouli ma3andi zhar 
Ou tkarhi nti ga3 rjal besbab wahed fihom ghdar 
Ghir sabri db iji wld nas li ihazak fo9 ras
We m3ah twali labas ou tensaay

Kedab ras malo ghir hadra 
Mesehi dmou3ak ou kouni mera
Khoudiha tajriba mora 




Kwiha fe 9albak akheer mara
Akheer mara akheer mara
Akheer mara akheer mara
Akheer mara akheer mara

في الأول غا يبان ضريف
و نية و ولد الناس
و فالحب كاعما مولف
مسكين حشومي وحساس

غا أتشوفيه فارس أحلامك
ومعاه حياتك كملات
وملي غا تحلي عينيك غا تلقاي

كداب راس مالو غير هدرة
مسحي دموعك و كوني مرة
خوذيها تجربة مرة
كويها فقلبك آخر مرة




آخر مرة
آخر مرة
آخر مرة

وبلاما يبقى فيكي الحال
وتقولي ما عندي زهر
وتكرهي انتي كاع رجال
بسبب واحد فيهم غدر

غي صبري دابا يجي ولد الناس
اللي يهزك فوق الراس
ومعاه تولي لاباس وتنساي








				",0
 hatim ammor, ba3et elhob,"قصتي انا قصة واحد حب وحدة
فرح وقال صافي لقيتها لقيت اللي نبغيها
اللي معاها راحت قلبي غادي يتدا




تحس بيا واللي نحس بيها
باعت الحب باعت الحب باعت الحب وعيشاتني وسط غربة
اكتر من اللي اكتر من اللي كان قلبي عايش فيها
قصتي انا قصة واحد حب وحدة
واحد النهار وانا فطريقي غادي
سمعت صوت وحدة كتنادي عليا
وانا داير نشوف شكون هادي
تهز قلبي زعما تكون هيا
مقدراتش تنسى جاها صعيب بعادي جاها صعيب
حسابها ايلا رجعات ليا غنسامحها عادي لالا صعيب
لقيتها غير وحدة كتنادي لواحد غادي
لقيتها غير وحدة كتنادي لواحد غادي




انا وياه عندنا نفس السمية
انا وياه عندنا نفس السمية
قصتي قصة واحد حب وحدة
باعت الحب باعت الحب باعت الحب وعيشاتني وسط غربة
اكتر من اللي اكتر من اللي كان قلبي عايش فيها
قصتي انا قصة واحد حب وحدة








				",0
 hatim ammor, aalach ya lil,"وعلاش يا لييل
بليتيني بالتخمام
نتمشى وسط الظلام
مسافر بلا قنديل
مهدود الحيل




نعافر في ليام
طريقي ما ليه رسام
يا ويل ويلي ويل

خايف نقول عييت
وانايا عاد بديت ويا
مغبون سهران الليل
ليل ليل ليل
ويا ليلي يا لييل
واسي همي يا ليل
داوي جرحي يا ليل
يا ليلي يا لييل
فاجي همي يا ليل
واسي دمعي يا ليل

حكمت لقدار
و تصرف المكتوب
ويااااا علام لغيوب




راه الحال مكدار
و شكون ختار
فالدنيا يكون مغلوب
عايشينها بالمقلوب
حتى لين غا نصبار
يا راني كل نهار
نقول جونيمار وياااا

مغبون سهران الليل
ليل ليل ليل
ويا ليلي يا لييل
واسي همي يا ليل
داوي جرحي يا ليل
يا ليلي يا لييل
فاجي همي يا ليل
واسي دمعي يا ليل









				",0
 hatim ammor, albak yemchi lhalo,"قلبك يمشي لحالو 


قلبك يمشي لحالو___مبقاش قلبي ديالو




تعلم من لي جرالو___ملي كان معاك 
ياما ليا عليك قالو___ماتيقت أنا والو
و اليوم بانت فعالو___بغيت غير ننساك
ماشي غير حبيبي كنتي___دنيا بعينيا كنتي 
كتر من روحي و حياتي___تعز عليا ×2
قلبك يمشي لحالو___مبقاش قلبي ديالو
تعلم من لي جرالو___ملي كان معاك 
ياما ليا عليك قالو___ماتيقت أنا والو
و اليوم بانت فعالو___بغيت غير ننساك




 

للي رخصني يرخاص___عليا و غنقولها ليك فاص 
من هذا الحب أنا خلاص___منو ساليت 
كمل فطريقك سير___معندي بيك ماندير 
تحملتك هذا كتير___راني ملّيت
ماشي غير حبيبي كنتي___دنيا بعينيا كنتي 
كتر من روحي و حياتي___تعز عليا ×2
قلبك يمشي لحالو___مبقاش قلبي ديالو
تعلم من لي جرالو___ملي كان معاك 




ياما ليا عليك قالو___ماتيقت أنا والو
و اليوم بانت فعالو___بغيت غير ننساك


قلبك يمشي لحالو









				",0
 hatim ammor, wabba,"Wa zahri ya zahri 
Sadma ch3al 9wiya 
Taya7ni fnas 3omri madanit dor 3liya 
Nas ta3nouni fdahri 
Meli ta7et biya 




7ata nta ya zahri 
Ragued tetfarej fiya

Wya ba, ya ba 
Wedmou3i salo ghar9o lemkheda 
Wya ba, ya ba 
Ba3ouni 7babi wa9t cheda
Wya ba, ya ba 
Wedmou3i salo ghar9o lemkheda 
Wya ba, ya ba 
Wba3ouni 7babi wa9t cheda

Wazmani ya zmani 
Ra3i l7al chwiya 
Wach dayerha bel3ani 
Wela 7archouk 3liya 
Wazmani ya zmani 
Welah bik wela biya 




Nti7 wenoud 3awd tani 
Wkif nensa ghderhom liya 

Wya ba, ya ba 
Wedmou3i salo ghar9o lemkheda 
Wya ba, ya ba 
Wba3ouni 7babi wa9t cheda
Wya ba, ya ba 
Wedmou3i salo ghar9o lemkheda 
Wya ba, ya ba 
Waba3ouni 7babi wa9t cheda

Wya ba, ya ba 
Wya ba, ya ba 
Wba3ouni 7babi wa9t cheda 
Wya ba, ya ba 
Wedmou3i salo ghar9o lemkheda 
Wya ba, ya ba 




Ba3ouni 7babi wa9t cheda 
Wya ba, ya ba 
Wedmou3i salo ghar9o lemkhada 
Wya ba, ya ba 
Wba3ouni 7babi wa9t cheda
Wya ba, ya ba 
Wedmou3i salo ghar9o lemghada 
Wya ba, ya ba 
Ba3ouni 7babi wa9t cheda









				",0
 hatim ammor, ba9i,"وا شكون مزال فالدنيا باقي ما عاش
الحب
قولولو غير صبر جاياك النوبة




قلنا نحبو زعما يرتاح القلب
ساعة بقيت نساين هادي والتوبة
x2

وباقي كيقلب قلبي باقي ما لقاها
وحالف إلا بانت تا يقصد دار باها
والله ما غنتفاك
حتى نجيب اللي تموت عليك
غا صبر أقلبي دابا تلقاها
x2

وا فينك أعمري را غادي نحماق
را كل يوم يدوز محسوب عليا
هاد المكتاب خباك وباقي ما عاق




يمكن راه نساني وباغيها فيا
x2

وباقي كيقلب قلبي باقي ما لقاها
وحالف إلا بانت تا يقصد دار باها
والله ما غنتفاك
حتى نجيب اللي تموت عليك
غا صبر أقلبي دابا تلقاها
x2








				",0
 hatim ammor, hasdouna,"منك ماعنديش عشرة
يا حسرة علينا يا حسرة
كنا حبايب واشنو جرا
حسدونا حسدونا
منك ماعنديش عشرة




يا حسرة علينا يا حسرة
كنا حبايب واشنو جرا
حسدونا حسدونا
في بعادك ماعرفت الراحة
ترا الفرقة الفرقة دباحة
يا عمري الخير في السماحة
هنينا
هني القلب و هنينا
في بعادك ماعرفت الراحة
ترا الفرقة الفرقة دباحة
يا عمري الخير في السماحة
هنينا
هني القلب و هنينا
منك ماعنديش عشرة
يا حسرة علينا يا حسرة
كنا حبايب واشنو جرا
حسدونا حسدونا
اصعيب منك نبرة




و لا تنسيني فيك امراة
عمري لا تبعنا الهدرة
تم بقينة
تم بقينة
اصعيب منك نبرة
و لا تنسيني فيك امراة
عمري لا تبعنا الهدرة
تم بقينة
تم بقينة
في بعادك ماعرفت الراحة
ترا الفرقة الفرقة دباحة
يا عمري الخير في السماحة
هنينا
هني القلب و هنينا
منك ماعنديش عشرة
يا حسرة علينا يا حسرة
كنا حبايب واشنو جرا
حسدونا حسدونا




منك ماعنديش عشرة
يا حسرة علينا يا حسرة
كنا حبايب واشنو جرا
حسدونا حسدونا








				",0
 hatim ammor, khater,"Khabir f tkhanzir ila chafte sata ga3ma n7ir 
Kantir w 3arf rassi chno kandir khatir 
Galess kandour ma 3andi kossor m3a sata la vie ra fabor mi vida te quiero porfavor 





Fi telephoni wasste l7ouma rani masstouni f koula sa3a kaysoni satate hem9ouni 
Kaayghafloni bzzf nmari rahoum dawkhouni f koula sa3a kayssoni satate hem9ouni 

Rani khatar kanl3eb bnar 
Ia l3ebti bdilek rani ta3leb ghedar
Rani mera hna w mera lhih 
9lebi melki yana makayn lighaydih 

Makayn li ghadydih men ghiri li raybrih 
Ana safe ntia 3arfek hia 
3reft li bagha 
Raki rkhisa w tema3a 
Katbedli fkol sa3a 
Safe rir nsayni raki mat9edi 3la m7ayni 

Fi telephoni wasste l7ouma rani masstouni f koula sa3a kaysoni satate hem9ouni 




Kaayghafloni bzzf nmari rahoum dawkhouni f koula sa3a kayssoni satate hem9ouni 

Rani khatar kanl3eb bnar 
Ia l3ebti bdilek rani ta3leb ghedar
Rani mera hna w mera lhih 
9lebi melki yana makayn lighaydih 

Fayt bkit dayt tghdart w khdit 9arar 
3emri manti9.  Anaa.  Anaa . 3emri manti9 

3endak ys7ab lik 9elbi ysber lik 
Fklami 9ase7 machi kedab rani wade7 
Rani machi malzoum n3icho flhmom 
Machi kedab rani wade7 


Fi telephoni wasste l7ouma rani masstouni f koula sa3a kaysoni satate hem9ouni 




Kaayghafloni bzzf nmari rahoum dawkhouni f koula sa3a kayssoni satate hem9ouni 


Rani khatar kanl3eb bnar 
Ia l3ebti bdilek rani ta3leb ghedar
Rani mera hna w mera lhih 
9lebi melki yana makayn lighaydih








				",0
 hatim ammor, matbedeltch,"""لي تكا عليه يطيح
ت حد ما شاد صحيح
الصحبة داها الريح
بقاو الصحاب غير بالسمية
نافق تكسب القلوب




الضحكة الصفرة و الكذوب
فهموها بالمقلوب
طلعو قلال النية
ما تبدلتش
غير عاودت الحساب
وكل واحد فمكانو حطيتو
ما تبدلتش
غير سديت الباب
وخديت وقتي انا لي عطيتو
كلشي تعرفو إلا
أشنو فراس بنادم
تعاشرو مدة طويلة
و ما تقدر عليه تحكم
ماشي غير لي ضحك ليك
تعطيه كاع اسرارك
ماشي غير محبة فيك
بغاو يديو غير اخبارك
ولي درتهم احباب




ضني فيهم خاب
هما سباب العذاب
هادشي لي منهم جاني
بالي ما لقا راحتو
كلشي صاحب حاجتو
باغي غير مصلحتو
الصحبة ديال بلعاني""








				",0
 hatim ammor, al awal,"أنا الأول وأحب المركز الأول
أنا الأول ولا أرضى غير بالأول
في كلامي classe ما أحب أطول




في كلامي classe ما أحب أطول
أنا الأول وأحب المركز الأول
أنا الأول ولا أرضى غير بالأول
في كلامي classe ما أحب أطول
في كلامي classe ما أحب أطول
وعايش حياتي راضي بذاتي
عايش حياتي راضي بذاتي
وغادي بالنية وديما عالله معول
غادي بالنية وديما عالله معول
أنا الأول وأحب المركز الأول
أنا الأول ولا أرضى غير بالأول
في كلامي classe ما أحب أطول




في كلامي classe ما أحب أطول
مهما قالوا وزادوا والله ما بهتم
مهما قالوا هدا طبعي والله ما بندم
مهما قالوا وزادوا والله ما بهتم
مهما قالوا هدا طبعي والله ما بندم
في سكاتي شموخ ما هو برودة دم
في سكاتي شموخ ما هو برودة دم
عايش حياتي راضي بذاتي
عايش حياتي راضي بذاتي
وغادي بالنية وديما عالله معول
غادي بالنية وديما عالله معول




وأنا، أنا، أنا الأول وأحب المركز الأول
أنا الأول ولا أرضى غير بالأول
في كلامي classe ما أحب أطول
في كلامي classe ما أحب أطول
أنا الأول وأعلنها من بعد تعبي
أنا الأول وأقولها مع حبي
أنا الأول وأعلنها من بعد تعبي
أنا الأول وأقولها مع حبي
بالمحبة جيت وفي يدي قلبي
بالمحبة جيت وفي يدي قلبي
عايش حياتي راضي بذاتي
عايش حياتي راضي بذاتي
وغادي بالنية وديما عالله معول




غادي بالنية وديما عالله معول
وأنا، أنا، أنا الأول وأحب المركز الأول
أنا الأول ولا أرضى غير بالأول
في كلامي classe ما أحب أطول
في كلامي classe ما أحب أطول








				",0
 amine aminux, makayen ma,"دخلتي حياتي شعل فيها ضاو
قولي why why
خلي ناس علينا يعاودو

ويقولو hay hay




قلبي ضربلك تتي بوحدك
وغنا BOOM BOOM
نا ونتي جامع بيناتنا الحب
و هوما شعندوم؟
دايب فيك وفيا دوبي لي دازو كاملين كدوب
حبك بوحدو خلاني من جنوني نتوب
نتي لي كاينا و ماكاين ماحسن
العايق حداك تسالا جهدو
قولي why why
حيت لي بحالك نتيا نقارضوا
وقالو باي باي
ومعاك نتي كلشي ok
بيبي لي شافك يبقى مبلوكي
ميحرموني منك ميحرموكي
دايب فيك وفيا دوبي لي دازو كاملين كدوب




حبك بوحدو خلاني من جنوني نتوب
نتي لي كاينا و ماكاين ماحسن
اه خلي يدك فيديا
خلي عينك فعينا
يا المحنه انا عندي غير نتيا
ونتيا لي كاينا و ماكاين محسن










				",0
 amine aminux, cendrillon,"[Aminux]
B ssa7 la katjiini 3liha lghira lghira lghira
Kberna bjouj f drouba fa9ira fa9ira fa9ira
Bghaw yzewjouha wana 7alef bellah tandirha
Yeddi f yeddiik wyalla nherbu bzoj a Samira




Kan3ich la vida m3ak 7obbi f triporteur
M3elle9 baf kanghenni : ""Lbayda mon amour""
Katebghini w kanebghik ma kayen la bkhour wala s7our
Newchem smeytek ana f dehri tal 9bour

[Aminux]
7biba dyali yalla ntiro b7al les papillons
Wakha tkouni 7efyana tbani lya Cendrillon
7biba dyali yalla ntiro b7al les papillons
Wakha tkouni 7efyana tbani lya Cendrillon

[Aminux]
Haya yaya ya,  haya yayaya ya
Haya yaya ya,  haya yayaya ya
Haya yaya ya,  haya yayaya ya
Haya yaya ya,  haya yayaya ya (Eh eh eh)





[7liwa]
Amore baghi neddik, 7essada tab3ina bezzaf 3tini yeddik (Yaa!)
Teb3ini nemchiw b3id (Yaa!)
Zéro dirham ba9i fa9ir, ma khebbit 3lik walo ma b9itch célibataire
A la muerte baghik, m3ahom dayer la guerre
Ntya tkouni d'accord, daba neddik ldari
Amore te amo, amore te amo
Fog libero ghadi bik l'Tamaris
Nekhser 3lik l'money ma krehtch nmchiw l'Miami
Amore te amo, à la vie à la mort, Cendrillon dyali
Kharja men film romansi, ma krehtch nrej3ek princesse
Cendrillon dyali, walakin se7a 3lik

[Aminux]




Haya yaya ya,  haya yayaya ya
Haya yaya ya,  haya yayaya ya
Haya yaya ya,  haya yayaya ya
Haya yaya ya,  haya yayaya ya

[Aminux & 7liwa]
B7al Cendrillon, b7al Cendrillon
??? Cendrillon, ??? Cendrillon
Lil twiil ya ya, lil twiil ya ya
B7al Cendrillon, b7al Cendrillon
??? Cendrillon, ??? Cendrillon
Lil twiil ya ya, lil twiil ya ya

[Aminux]
7biba dyali yalla ntiro b7al les papillons
Wakha tkouni 7efyana tbani lya Cendrillon
7biba dyali yalla ntiro b7al les papillons
Wakha tkouni 7efyana tbani lya Cendrillon








				",0
 amine aminux, tingisha,"(It's S2kizzy beiby)

Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha




Ti! Ti! Ti! Tingisha

Yaani kama kiberiti (Tingisha!)
Tuone kama kuna njiti (Tingisha!)
Mkono weka kwenye kiti (Tingisha!)
Chezesha matikiti (Tingisha!)

Viuno vimekatika na-ti!
Masha Love anatingish ma-ti (Ti ti ti)
Vuka kanga dera nitafua sha-ti!
Ukilewa nipe katika-ti-ti-ti!

(Aah aah aah, aah aah aah) 

Yaani kama kiberiti (Tingisha!)
Tuone kama kuna njiti (Tingisha!)
Mkono weka kwenye kiti (Tingisha!)
Chezesha matikiti (Tingisha!)




 
(Aah aah aah, aah aah aah) 

[Frenna]

(Aah aah aah, aah aah aah) 

Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha

Yaani kama kiberiti (Tingisha!)
Tuone kama kuna njiti (Tingisha!)
Mkono weka kwenye kiti (Tingisha!)
Chezesha matikiti (Tingisha!)

Baikoko mdumange




Moshi wa bangi shushia na gambe
Kuna watoto chai makande
Wazee wa kusafiri busaa kwa Mpalange (Aiyeyeye)

Dada ita wenzako leo ghetto kuna pa-ti!
Alafu mimi ndo King Mswa-ti-ti-ti!
Wakitaka pombe zipo keiva-ti
Ali kasusu ipo kwa kaba-ti-ti-ti!

Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha
Ti! Ti! Ti! Tingisha

Yaani kama kiberiti (Tingisha!)
Tuone kama kuna njiti (Tingisha!)
Mkono weka kwenye kiti (Tingisha!)
Chezesha matikiti (Tingisha!)








				",0
